url_path,views_total,views_unique
/CBICA/DLICV,24,13
/CBICA/DLICV/releases,4,2
/CBICA/DLICV/blob/main/Dockerfile,1,1
/CBICA/DLICV/blob/main/README.md,1,1
/CBICA/DLICV/pulls,1,1
